event,latency
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",879
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",873
"{'situation': 'BlockedBuilding', 'object': 'Family'}",867
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",857
"{'situation': 'BlockedBuilding', 'object': 'Family'}",821
"{'situation': 'BlockedBuilding', 'object': 'Family'}",799
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",682
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",1422
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",1362
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1177
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1161
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1273
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1245
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1229
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1159
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",946
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",936
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",926
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",916
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",892
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",886
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",868
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1233
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1203
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1173
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1163
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1153
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1143
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1133
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1093
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1053
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1043
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1013
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1003
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",993
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",963
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",923
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",844
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",592
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",629
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",555
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",549
"{'situation': 'TrafficJam', 'object': 'School'}",386
"{'situation': 'TrafficJam', 'object': 'School'}",376
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1152
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1142
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1132
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1116
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1028
"{'situation': 'BlockedByDebris', 'object': 'Family'}",1117
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",891
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",758
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",742
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",514
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",489
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",445
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",641
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",627
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",609
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",595
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",565
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",557
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",543
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",535
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",464
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",482
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",412
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",248
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",262
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",256
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",396
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",212
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",0
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",554
"{'situation': 'NoWaterPeople', 'object': 'Family'}",1625
"{'situation': 'NoWaterPeople', 'object': 'Family'}",1607
"{'situation': 'NoWaterPeople', 'object': 'Family'}",1616
"{'situation': 'NoWaterPeople', 'object': 'Family'}",1582
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1322
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1286
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",1638
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1658
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1658
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1614
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1619
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1594
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1588
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1551
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1552
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1438
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1628
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1618
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1608
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",1583
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1538
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1508
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",1451
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1426
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1416
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1399
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1389
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1376
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",1364
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1366
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1356
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1316
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1280
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1278
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1212
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1176
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1151
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1467
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1280
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1242
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1253
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1215
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1166
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1075
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1135
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1117
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1080
"{'situation': 'TrafficJam', 'object': 'School'}",1112
"{'situation': 'TrafficJam', 'object': 'School'}",1056
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1404
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1389
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1364
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1349
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1261
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1173
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1036
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",998
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",953
"{'situation': 'TrafficJam', 'object': 'School'}",850
"{'situation': 'TrafficJam', 'object': 'School'}",761
"{'situation': 'PanickedPeople', 'object': 'Students'}",958
"{'situation': 'PanickedPeople', 'object': 'Students'}",940
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",922
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",916
"{'situation': 'BlockedBuilding', 'object': 'Family'}",910
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",900
"{'situation': 'BlockedBuilding', 'object': 'Family'}",864
"{'situation': 'BlockedBuilding', 'object': 'Family'}",842
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",725
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",672
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",598
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",592
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",1323
"{'situation': 'TrafficJam', 'object': 'School'}",1186
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1161
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1155
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1115
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1081
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1075
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",859
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",825
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",819
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",673
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",1465
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",1405
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1220
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1204
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1316
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1288
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1272
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1202
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",989
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",979
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",969
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",959
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",935
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",929
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",911
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1276
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1246
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1216
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1206
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1196
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1186
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1176
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1136
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1096
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1086
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1056
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1046
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1036
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1006
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",966
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",887
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",635
"{'situation': 'TrafficJam', 'object': 'School'}",429
"{'situation': 'TrafficJam', 'object': 'School'}",419
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1195
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1185
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1175
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1159
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1071
"{'situation': 'BlockedByDebris', 'object': 'Family'}",1160
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",934
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",801
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",785
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",557
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",532
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",488
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",684
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",670
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",652
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",638
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",608
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",600
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",586
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",578
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",507
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",525
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",455
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",291
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",305
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",299
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",497
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",475
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",385
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",287
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",281
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",275
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",241
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",215
"{'situation': 'BlockedBuilding', 'object': 'Family'}",209
"{'situation': 'BlockedBuilding', 'object': 'Family'}",187
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",181
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",147
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",131
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",125
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",68
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",44
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",34
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",44
"{'situation': 'TrafficJam', 'object': 'School'}",19
"{'situation': 'TrafficJam', 'object': 'School'}",0
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",0
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",703
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",689
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",671
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",657
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",627
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",619
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",605
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",597
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1496
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1488
"{'situation': 'BlockedBuilding', 'object': 'Family'}",1466
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",1460
"{'situation': 'PanickedPeople', 'object': 'Students'}",1345
"{'situation': 'PanickedPeople', 'object': 'Students'}",1339
"{'situation': 'PanickedPeople', 'object': 'Students'}",1329
"{'situation': 'PanickedPeople', 'object': 'Students'}",1323
"{'situation': 'PanickedPeople', 'object': 'Students'}",1313
"{'situation': 'PanickedPeople', 'object': 'Students'}",1295
"{'situation': 'PanickedPeople', 'object': 'Students'}",1277
"{'situation': 'PanickedPeople', 'object': 'Students'}",1229
"{'situation': 'PanickedPeople', 'object': 'Students'}",1223
"{'situation': 'PanickedPeople', 'object': 'Students'}",1158
"{'situation': 'PanickedPeople', 'object': 'Students'}",1148
"{'situation': 'PanickedPeople', 'object': 'Students'}",977
"{'situation': 'PanickedPeople', 'object': 'Students'}",959
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",941
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",935
"{'situation': 'BlockedBuilding', 'object': 'Family'}",929
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",919
"{'situation': 'BlockedBuilding', 'object': 'Family'}",883
"{'situation': 'BlockedBuilding', 'object': 'Family'}",861
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",744
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",1484
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",1424
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1239
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1223
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1335
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1307
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1291
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1221
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",1008
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",998
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",988
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",978
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",954
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",948
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",930
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1295
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1265
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1235
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1225
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1215
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1205
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1195
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1155
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1115
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1105
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1075
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1065
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1055
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1025
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",985
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",906
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",654
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",691
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",617
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",611
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",526
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",544
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",474
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",310
"{'situation': 'TrafficJam', 'object': 'School'}",448
"{'situation': 'TrafficJam', 'object': 'School'}",438
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1214
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1204
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1194
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1178
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1090
"{'situation': 'BlockedByDebris', 'object': 'Family'}",1179
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",953
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",820
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",804
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",576
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",551
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",507
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",324
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",318
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",458
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",274
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",337
"{'situation': 'TrafficJam', 'object': 'School'}",234
"{'situation': 'TrafficJam', 'object': 'School'}",158
"{'situation': 'TrafficJam', 'object': 'School'}",148
"{'situation': 'TrafficJam', 'object': 'School'}",138
"{'situation': 'TrafficJam', 'object': 'School'}",128
"{'situation': 'TrafficJam', 'object': 'School'}",122
"{'situation': 'TrafficJam', 'object': 'School'}",84
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",59
"{'situation': 'TrafficJam', 'object': 'School'}",34
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",680
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",464
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",154
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",8
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",0
"{'situation': 'TrafficJam', 'object': 'School'}",27
"{'situation': 'TrafficJam', 'object': 'School'}",7
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1678
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1656
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1634
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1620
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1606
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1584
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1272
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1264
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1242
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1228
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1206
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1188
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1071
"{'situation': 'FloodedBuilding', 'object': 'Students'}",939
"{'situation': 'FloodedBuilding', 'object': 'Students'}",917
"{'situation': 'FloodedBuilding', 'object': 'Students'}",909
"{'situation': 'FloodedBuilding', 'object': 'Students'}",742
"{'situation': 'FloodedBuilding', 'object': 'Students'}",720
"{'situation': 'FloodedBuilding', 'object': 'Students'}",672
"{'situation': 'BlockedBuilding', 'object': 'Family'}",790
"{'situation': 'BlockedBuilding', 'object': 'Family'}",755
"{'situation': 'BlockedBuilding', 'object': 'Family'}",667
"{'situation': 'BlockedBuilding', 'object': 'Family'}",626
"{'situation': 'BlockedBuilding', 'object': 'Family'}",611
"{'situation': 'BlockedBuilding', 'object': 'Family'}",523
"{'situation': 'BlockedBuilding', 'object': 'Family'}",367
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",224
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1684
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1662
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1640
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1626
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1612
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1590
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1278
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1270
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1248
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1234
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1212
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1194
"{'situation': 'FloodedBuilding', 'object': 'Students'}",1077
"{'situation': 'FloodedBuilding', 'object': 'Students'}",945
"{'situation': 'FloodedBuilding', 'object': 'Students'}",923
"{'situation': 'FloodedBuilding', 'object': 'Students'}",915
"{'situation': 'FloodedBuilding', 'object': 'Students'}",748
"{'situation': 'FloodedBuilding', 'object': 'Students'}",726
"{'situation': 'FloodedBuilding', 'object': 'Students'}",678
"{'situation': 'BlockedBuilding', 'object': 'Family'}",796
"{'situation': 'BlockedBuilding', 'object': 'Family'}",761
"{'situation': 'BlockedBuilding', 'object': 'Family'}",673
"{'situation': 'BlockedBuilding', 'object': 'Family'}",632
"{'situation': 'BlockedBuilding', 'object': 'Family'}",617
"{'situation': 'BlockedBuilding', 'object': 'Family'}",529
"{'situation': 'BlockedBuilding', 'object': 'Family'}",373
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",230
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",0
"{'situation': 'SeverelyInjuredPeople', 'object': 'House'}",0
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",520
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",336
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",264
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1739
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1740
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1467
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1471
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1457
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1435
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1439
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1413
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1420
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1356
"{'situation': 'CollapsedBuilding', 'object': 'ButcheryShop'}",1324
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",909
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1269
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1049
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",1041
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",983
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",975
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",925
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",891
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",753
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",745
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",731
"{'situation': 'MildlyInjuredPeople', 'object': 'Crowded'}",717
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",1338
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",1288
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",173
"{'situation': 'BlockedBuilding', 'object': 'Family'}",123
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",117
